98126,9544,5397,4147,74.3,87.9,56.6,9.5,1.5,19.8,0.8,0.1,1.7,8.3,6.7,10.5,0,0,0,2.7,0.8,5.1,4.4,3,6.3,8.1,4.9,12.2,69.8,84.4,50.8,21.4,12.7,32.8,23.4,22.8,24.1,21.2,25.3,15.8,15.7,19.4
98133,20759,9846,10913,73.5,79.8,67.8,7.5,2.3,12.2,0.9,0.3,1.4,12.3,13.2,11.4,0.5,0.3,0.8,1.9,1.2,2.5,3.4,2.9,3.9,6.1,2.9,9,69.6,78.2,61.9,25.1,12.5,36.5,17.3,17.2,17.4,15.6,20.6,11.2,18,23.7
98134,161,44,117,54.7,29.5,64.1,0,0,0,0,0,0,35.4,43.2,32.5,0,0,0,0,0,0,9.9,27.3,3.4,0,0,0,54.7,29.5,64.1,47.2,0,65,14.3,27.3,9.4,13,0,17.9,4.3,15.9
98136,7194,4684,2510,88.4,92.7,80.4,3.2,1.4,6.4,0.9,0.7,1.2,3,2.5,4,0,0,0,1.6,0.6,3.5,2.9,2.1,4.5,3.3,1.3,6.9,86.9,92,77.6,13.2,8.2,22.5,22.5,20,27.2,21.3,23.2,17.7,24.5,24.5
98144,12303,5789,6514,51.2,60.7,42.7,18.5,12.8,23.6,0.7,0,1.3,22.4,20.9,23.7,0.1,0,0.2,1.8,0,3.3,5.4,5.6,5.2,7.2,3.2,10.8,47,58.7,36.6,20.4,8.7,30.7,25.1,24.7,25.5,19.6,25.3,14.5,12.6,18.1
98146,9434,5749,3685,67.4,79.2,48.8,7.8,3.2,14.9,1.7,1.1,2.6,11.3,10.2,12.9,2.7,1.3,4.8,4.3,2,7.9,4.9,2.9,8,16.2,7.4,29.9,58.5,75.2,32.6,17.9,8.8,31.9,20.4,17.7,24.7,22.3,24.7,18.7,18.9,22.8
98148,4260,1691,2569,72.2,83.3,64.9,9.4,5.6,12,0.9,0.8,0.9,7.1,6.6,7.5,0,0,0,4.4,1.8,6.1,6,2,8.6,13.9,4.4,20.2,64.9,82.1,53.6,21.6,17.1,24.6,18.9,14.3,21.9,27.6,28.9,26.8,14.2,16.7
98154,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98155,13363,9107,4256,79.8,84.7,69.3,3.1,0.8,8,0.6,0.3,1.2,9.4,9.3,9.6,0.5,0.5,0.4,1.9,0.7,4.5,4.8,3.7,7,5.7,3.6,10,76.9,82.2,65.6,18.2,10,35.9,16.8,14.9,20.7,19.1,19.8,17.8,24.1,27.9
98158,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98164,81,67,14,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,44.4,32.8,100,0,0,0,32.1,38.8,0,0,0
98166,8379,5367,3012,83.7,92.2,68.6,1.9,0.7,4,2.5,0,6.9,3.9,4.4,3.2,0.5,0.5,0.6,1.4,1,2.1,6.1,1.3,14.6,13.8,4.3,30.7,75.8,88.9,52.6,12.7,4.1,28.2,14.4,11.6,19.5,22.8,22.6,23.1,24.9,29.3
98168,11522,6012,5510,60.9,72.6,48.1,12.6,6.4,19.3,1.3,0.7,1.9,12.9,14.3,11.4,2.4,0.5,4.4,4,2,6.2,6,3.5,8.7,16.6,10.7,23,50.6,65.2,34.7,18.1,8.5,28.6,22.9,20.6,25.4,20.2,21.1,19.3,19.8,23.8
98174,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98177,7797,6212,1585,88.4,88.9,86.6,0.9,0.6,2.1,0.3,0.3,0,7.4,8.2,4,0,0,0,0.4,0.5,0,2.7,1.5,7.3,4.5,2.8,11.1,84.2,86.4,75.5,10.6,5.1,32.3,15.5,13.7,22.5,17.3,19.8,7.4,23.9,26.8
98178,8922,5347,3575,38.3,45,28.2,27.1,15,45.2,0.4,0.2,0.8,25.4,32.7,14.6,1.3,0,3.3,2.5,2.6,2.4,4.9,4.6,5.4,5,3.1,7.7,36.3,44.3,24.4,17.9,10.8,28.6,17.9,16.4,20.2,21.9,22.9,20.3,17.7,21
98188,9610,4118,5492,53.5,71.9,39.7,24.6,6.8,37.9,1.3,1.8,0.9,12.8,16.1,10.4,1.2,0.1,2.1,2.8,0.4,4.6,3.8,2.9,4.5,9.6,3.9,13.9,47.4,69.1,31.2,25.6,6.6,39.9,20.5,13.6,25.6,20.9,24.3,18.3,14.4,22.1
98195,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
98198,13126,7151,5975,71.1,79.2,61.3,8.5,4.6,13.3,0.7,0.6,0.9,9.4,9.7,9,1.1,0.3,2.1,4.5,3,6.4,4.6,2.7,6.9,13.6,8.3,20,63.5,75.2,49.5,23,9.7,38.9,16.7,14.5,19.3,21.2,24,17.8,17.3,21.9
98199,9173,5693,3480,87.2,87.2,87,3.3,1.7,5.9,0.2,0.3,0,6.4,8,3.7,0.2,0,0.4,0.4,0.3,0.4,2.5,2.5,2.5,2.2,2,2.7,85.7,85.6,85.7,21.2,7.9,42.8,18.4,18.3,18.6,17.9,19.3,15.7,21.8,27.2
98201,12550,5053,7497,86.2,90,83.7,4.1,1.7,5.7,1.6,1.2,1.9,3.4,3.9,3,1,0.7,1.2,1.2,0.9,1.4,2.5,1.7,3,5.7,3.5,7.1,82.8,87.4,79.8,23.2,13.2,29.9,15.5,16.2,15,20.1,24.3,17.3,17.8,22.5
